"Year","Geography","Geography.Type","Geography.Note","Data.Type","Total.Violent.Criminal.Code.Violations","Homicide","Murder..First.degree","Murder..Second.degree","Manslaughter","Total.other.violations.causing.death","Attempted.Murder","Sexual.Assault..Level.3..Aggravated","Sexual.Assault..Level.2..with.a.Weapon.or.Bodily.Harm","Sexual.Assault..Level.1","Total.Sexual.Violations.Against.Children","Luring.a.child.via.a.computer","Assault..Level.3..Aggravated","Assault..Level.2..with.Weapon.or.Causing.Bodily.Harm","Assault..Level.1","Assault.Peace.Officer","Total.Other.Assaults","Total.Firearms..use.of...discharge..pointing","Total.Robbery","Total.forcible.confinement.or.kidnapping","Total.Abduction","Extortion","Criminal.Harassment","Uttering.Threats","Threatening.or.Harassing.Phone.Calls","Total.Other.Violent.Violations","Total.Property.Crime.Violations","Total.Breaking.And.Entering","Possession.of.Stolen.Property","Total.Theft.of.Motor.Vehicle","Theft.of.Motor.Vehicle.Over..5.000","Theft.of.Motor.Vehicle..5.000.or.Under","Total.Theft.Over..5.000","Theft.Over..5.000..non.motor.vehicle.","Theft.Over..5.000.from.a.motor.vehicle","Shoplifting.Over..5.000","Total.Theft.Under..5.000","Theft..5.000.or.under..non.motor.vehicle.","Theft..5.000.or.under.from.a.motor.vehicle","Shoplifting..5.000.or.Under","Fraud","Identity.Theft","Identity.Fraud","Total.Mischief","Arson","Total.Other.Criminal.Code.Violations","Counterfeiting","Total.weapons.violations","Possession.of.weapons","Firearms.documentation.or.administration","Child.pornography","Total.prostitution","Disturb.the.peace","Total.administration.of.justice.violations","Fail.to.comply.with.order","Prisoner.unlawfully.at.large","Fail.to.appear","Breach.of.probation","Other.violations.against.the.administration.of.law.and.justice","Total.other.violations","Indecent.acts","Obstruct.public.or.peace.officer","Trespass.at.night","Utter.threats.to.property.or.animal","Firearms.and.other.offensive.weapons","Proceeds.of.crime","Total.Criminal.Code.Traffic.Violations","Total.Impaired.Driving","Impaired.Operation..Causing.Death","Impaired.Operation..Causing.Bodily.Harm","Impaired.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Impaired.Operation..Drugs..Vehicle..Vessel.or.Aircraft","Impaired.Operation..Failure.to.Provide.Beath.Sample","Failure.to.Comply.or.Refusal..Drugs.","Impaired.Operation..Failure.to.Provide.Blood.Sample","Failure.to.Provide.Blood.Sample..Drugs.","Total.Other.Criminal.Code.Traffic.Violations","Dangerous.Operation..Causing.Death","Dangerous.Operation..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Dangerous.Operation.Evading.Police..Causing.Death","Dangerous.Operation.Evading.Police..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle.Evading.Police","Failure.to.Stop.or.Remain","Driving.While.Prohibited","Other.Criminal.Code.Traffic.Violations","Causing.Bodily.Harm.by.Criminal.Negligence.While.Street.Racing","Dangerous.Operation.Causing.Death.While.Street.Racing","Dangerous.Operation.Causing.Bodily.Harm.While.Street.Racing","Dangerous.Operation.of.Motor.Vehicle.While.Street.Racing","Total.Federal.Statute.Violations","Posession..Cannabis","Possession..Cocaine","Total..Possession..Other.Controlled.Drugs.and.Substances.Act.Drugs","Total.Cannabis..Trafficking..Production.or.Distribution","Total.Cocaine..Trafficking..Production.or.Distribution","Total.Other.Controlled.Drugs.and.Substances.Act.Drugs..Trafficking..Production.or.Distribution","Youth.Criminal.Justice.Act","Total.Other.Federal.Statutes","Bankruptcy.Act","Income.Tax.Act","Canada.Shipping.Act","Canada.Health.Act","Customs.Act","Competition.Act","Excise.Act","Immigration...Refugee.Protection.Act","Firearms.Act","National.Defense.Act","Other.Federal.Statutes"
"2019","Bay St. George District, RCMP","Police Region","","actual_incidents","425","0","0","0","0","0","1","0","0","20","6","0","2","34","158","4","3","1","3","6","0","1","17","133","24","8","822","89","5","22","0","27","4","4","0","0","221","115","27","79","48","48","11","409","7","333","0","16","11","0","4","0","125","134","85","0","4","33","10","56","2","5","1","10","10","0","146","125","0","1","97","17","0","0","0","0","21","0","2","6","0","0","4","3","6","0","0","0","0","0","115","0","8","7","7","7","7","1","10","0","0","0","0","0","0","7","0","0","0","3"
"2019","Bay St. George District, RCMP","Police Region","","tot_adults_charged","121","0","0","0","0","0","1","0","0","4","4","0","2","17","62","2","1","1","0","4","0","0","1","17","0","5","45","7","1","0","0","0","1","1","0","0","28","5","0","23","5","5","0","3","0","91","0","5","4","0","1","0","0","75","48","0","4","21","0","11","0","4","0","0","0","0","47","33","0","0","22","4","0","0","0","0","14","0","2","3","0","0","4","0","5","0","0","0","0","0","18","0","0","2","2","2","2","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2019","Bay St. George District, RCMP","Police Region","","tot_persons_charged","130","0","0","0","0","0","1","0","0","4","4","0","3","18","65","4","1","1","0","4","0","0","1","19","0","5","56","9","2","0","0","0","2","2","0","0","33","7","0","26","5","5","0","5","0","93","0","5","4","0","1","0","0","77","50","0","4","21","0","11","0","4","0","0","0","0","49","34","0","0","23","4","0","0","0","0","15","0","2","3","0","0","4","0","6","0","0","0","0","0","18","0","0","2","2","2","2","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2019","Bay St. George District, RCMP","Police Region","","tot_youth_charged","9","0","0","0","0","0","0","0","0","0","0","0","1","1","3","2","0","0","0","0","0","0","0","2","0","0","11","2","1","0","0","0","1","1","0","0","5","2","0","3","0","0","0","2","0","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Bay St. George District, RCMP","Police Region","","total_cleared","198","0","0","0","0","0","1","0","0","7","4","0","2","24","95","4","1","1","2","4","0","0","4","44","1","4","131","13","2","4","0","0","3","3","0","0","58","13","0","45","9","9","0","42","0","136","0","8","6","0","1","0","20","91","57","0","5","24","3","17","0","4","0","0","0","0","51","35","0","0","23","5","0","0","0","0","16","0","2","4","0","0","4","0","6","0","0","0","0","0","20","1","0","3","3","3","3","1","2","0","0","0","0","0","0","2","0","0","0","0"
"2019","Deer Lake District, RCMP","Police Region","","actual_incidents","304","0","0","0","0","0","0","0","0","13","19","5","2","14","104","4","0","1","1","3","0","5","8","85","38","7","514","61","5","16","0","28","4","4","0","0","121","87","28","6","48","48","6","246","4","177","0","21","18","0","2","0","64","62","41","0","0","15","6","27","1","0","4","6","4","0","160","146","0","2","114","26","0","0","0","0","14","0","0","6","0","0","3","0","5","0","0","0","0","0","60","0","7","0","0","0","0","0","7","0","0","1","0","0","0","0","0","1","0","5"
"2019","Deer Lake District, RCMP","Police Region","","tot_adults_charged","93","0","0","0","0","0","0","0","0","5","7","0","2","7","45","2","0","1","1","2","0","0","5","12","1","3","42","12","3","1","0","0","1","1","0","0","12","6","0","6","7","7","1","5","0","37","0","4","3","0","1","0","1","31","20","0","0","11","0","1","1","0","0","0","0","0","40","31","0","2","26","3","0","0","0","0","9","0","0","4","0","0","1","0","4","0","0","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Deer Lake District, RCMP","Police Region","","tot_persons_charged","106","0","0","0","0","0","0","0","0","7","8","0","2","9","47","2","0","1","1","2","0","2","5","16","1","3","46","14","3","2","0","0","1","1","0","0","12","6","0","6","7","7","1","6","0","41","0","4","3","0","1","0","1","35","23","0","0","12","0","1","1","0","0","0","0","0","40","31","0","2","26","3","0","0","0","0","9","0","0","4","0","0","1","0","4","0","0","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Deer Lake District, RCMP","Police Region","","tot_youth_charged","13","0","0","0","0","0","0","0","0","2","1","0","0","2","2","0","0","0","0","0","0","2","0","4","0","0","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Deer Lake District, RCMP","Police Region","","total_cleared","163","0","0","0","0","0","0","0","0","8","11","1","2","10","67","4","0","1","1","2","0","3","5","42","2","5","65","10","2","3","0","0","1","1","0","0","17","12","0","5","7","7","1","24","0","56","0","3","2","0","1","0","7","39","26","0","1","11","1","7","1","0","0","2","0","0","41","32","0","2","27","3","0","0","0","0","9","0","0","4","0","0","1","0","4","0","0","0","0","0","9","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"2019","Northern Peninsula District, RCMP","Police Region","","actual_incidents","106","0","0","0","0","0","0","0","0","10","3","0","1","7","52","0","0","0","0","0","0","0","1","27","4","1","120","14","1","3","0","3","1","1","0","0","22","19","3","0","13","13","2","61","2","42","0","3","1","0","1","0","13","21","14","0","3","2","2","4","0","1","0","1","0","0","32","28","0","0","23","2","0","0","0","0","4","0","0","1","0","0","1","2","0","0","0","0","0","0","22","0","6","0","0","0","0","0","4","0","0","0","0","0","0","1","0","2","0","1"
"2019","Northern Peninsula District, RCMP","Police Region","","tot_adults_charged","30","0","0","0","0","0","0","0","0","3","0","0","1","3","19","0","0","0","0","0","0","0","0","4","0","0","7","1","0","3","0","0","0","0","0","0","1","1","0","0","2","2","0","0","0","14","0","0","0","0","0","0","1","12","7","0","3","1","1","1","0","1","0","0","0","0","6","5","0","0","3","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Northern Peninsula District, RCMP","Police Region","","tot_persons_charged","36","0","0","0","0","0","0","0","0","5","0","0","1","4","21","0","0","0","0","0","0","0","0","5","0","0","9","1","0","3","0","0","0","0","0","0","1","1","0","0","2","2","0","2","0","14","0","0","0","0","0","0","1","12","7","0","3","1","1","1","0","1","0","0","0","0","6","5","0","0","3","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Northern Peninsula District, RCMP","Police Region","","tot_youth_charged","6","0","0","0","0","0","0","0","0","2","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Northern Peninsula District, RCMP","Police Region","","total_cleared","68","0","0","0","0","0","0","0","0","6","0","0","1","5","35","0","0","0","0","0","0","0","0","18","2","1","27","3","1","2","0","0","0","0","0","0","7","7","0","0","3","3","0","11","0","24","0","0","0","0","0","0","6","15","9","0","3","1","2","3","0","1","0","0","0","0","6","5","0","0","3","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Grand Falls-Windsor District, RCMP","Police Region","","actual_incidents","574","1","1","0","0","0","1","0","0","18","17","2","1","55","211","11","2","2","10","6","0","1","19","173","36","9","1109","145","10","20","0","57","8","7","0","1","334","179","57","98","72","72","7","497","13","397","3","21","20","0","1","0","149","159","114","3","2","36","4","57","5","2","3","17","7","0","173","157","0","0","124","22","0","0","0","0","16","0","0","6","0","0","3","5","2","0","0","0","0","0","93","0","6","1","1","1","1","0","6","0","0","0","0","0","0","1","0","4","0","1"
"2019","Grand Falls-Windsor District, RCMP","Police Region","","tot_adults_charged","168","1","1","0","0","0","0","0","0","7","3","0","0","31","77","5","0","0","8","7","0","0","7","16","1","5","65","11","3","1","0","0","2","2","0","0","34","9","0","25","8","8","1","5","0","86","3","4","4","0","0","0","0","74","55","0","1","18","0","5","1","2","0","0","2","0","34","25","0","0","21","1","0","0","0","0","9","0","0","1","0","0","3","4","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Grand Falls-Windsor District, RCMP","Police Region","","tot_persons_charged","179","1","1","0","0","0","0","0","0","7","5","0","0","32","81","5","0","0","8","7","0","0","7","20","1","5","68","11","3","1","0","0","2","2","0","0","34","9","0","25","8","8","1","8","0","87","3","4","4","0","0","0","0","75","56","0","1","18","0","5","1","2","0","0","2","0","34","25","0","0","21","1","0","0","0","0","9","0","0","1","0","0","3","4","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Grand Falls-Windsor District, RCMP","Police Region","","tot_youth_charged","11","0","0","0","0","0","0","0","0","0","2","0","0","1","4","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Grand Falls-Windsor District, RCMP","Police Region","","total_cleared","260","1","1","0","0","0","1","0","0","8","4","0","1","39","109","11","0","1","7","8","0","0","7","50","2","11","146","14","4","4","0","0","2","2","0","0","80","29","0","51","12","12","1","29","0","133","3","7","7","0","0","0","10","91","66","0","1","22","2","21","1","2","0","1","2","0","36","27","0","0","23","1","0","0","0","0","9","0","0","1","0","0","3","4","1","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Avalon East District, RCMP","Police Region","","actual_incidents","157","0","0","0","0","0","0","0","0","11","5","1","0","7","58","1","0","1","3","3","0","0","3","41","16","6","494","96","5","25","0","24","2","2","0","0","98","61","24","13","38","38","5","205","17","134","2","3","3","0","0","0","30","58","33","2","4","12","7","27","3","1","1","6","11","0","113","103","0","0","83","12","0","0","0","0","10","0","0","2","0","0","2","0","6","0","0","0","0","0","51","0","3","0","0","0","0","0","6","0","0","0","0","0","0","0","0","2","0","4"
"2019","Avalon East District, RCMP","Police Region","","tot_adults_charged","39","0","0","0","0","0","0","0","0","3","1","0","0","7","14","0","0","0","2","3","0","0","1","7","1","0","19","0","2","1","0","0","0","0","0","0","4","3","0","1","7","7","0","3","2","39","0","2","2","0","0","0","0","36","27","0","2","5","2","1","0","1","0","0","0","0","26","18","0","0","12","4","0","0","0","0","8","0","0","2","0","0","1","0","5","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Avalon East District, RCMP","Police Region","","tot_persons_charged","40","0","0","0","0","0","0","0","0","3","1","0","0","7","14","0","0","0","2","3","0","0","1","8","1","0","25","0","6","1","0","0","0","0","0","0","5","4","0","1","7","7","0","3","3","40","0","2","2","0","0","0","0","37","28","0","2","5","2","1","0","1","0","0","0","0","26","18","0","0","12","4","0","0","0","0","8","0","0","2","0","0","1","0","5","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Avalon East District, RCMP","Police Region","","tot_youth_charged","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Avalon East District, RCMP","Police Region","","total_cleared","69","0","0","0","0","0","0","0","0","4","1","0","0","6","29","1","0","0","2","3","0","0","1","19","2","1","55","2","4","2","0","0","1","1","0","0","19","9","0","10","8","8","0","16","3","58","2","2","2","0","0","0","7","42","30","0","2","5","5","5","0","1","0","1","0","0","27","18","0","0","12","4","0","0","0","0","9","0","0","2","0","0","2","0","5","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Gander-Lewisporte District, RCMP","Police Region","","actual_incidents","520","0","0","0","0","0","0","0","0","17","19","2","0","39","225","4","3","4","9","4","0","3","7","133","45","4","1105","163","5","33","0","99","7","6","0","1","322","150","99","73","101","101","7","454","7","290","0","23","19","0","4","0","92","116","88","2","3","17","6","40","2","2","0","11","6","0","220","195","0","0","140","37","0","0","0","0","25","0","0","3","0","0","5","11","6","0","0","0","0","0","99","0","15","5","5","5","5","0","21","0","0","0","0","0","0","3","0","6","0","12"
"2019","Gander-Lewisporte District, RCMP","Police Region","","tot_adults_charged","108","0","0","0","0","0","0","0","0","7","4","0","0","17","46","2","2","0","8","3","0","0","1","17","0","1","101","9","9","4","0","1","3","2","0","1","49","17","1","31","19","19","2","5","1","90","0","2","1","0","1","0","0","82","63","1","3","12","3","5","0","2","0","1","0","0","46","40","0","0","29","3","0","0","0","0","6","0","0","1","0","0","0","0","5","0","0","0","0","0","10","0","2","2","2","2","2","0","3","0","0","0","0","0","0","2","0","0","0","1"
"2019","Gander-Lewisporte District, RCMP","Police Region","","tot_persons_charged","113","0","0","0","0","0","0","0","0","7","5","0","0","19","48","2","2","0","8","3","0","0","1","17","0","1","104","10","9","6","0","1","3","2","0","1","49","17","1","31","19","19","2","5","1","91","0","3","2","0","1","0","0","82","63","1","3","12","3","5","0","2","0","1","0","0","48","41","0","0","30","3","0","0","0","0","7","0","0","1","0","0","1","0","5","0","0","0","0","0","10","0","2","2","2","2","2","0","3","0","0","0","0","0","0","2","0","0","0","1"
"2019","Gander-Lewisporte District, RCMP","Police Region","","tot_youth_charged","5","0","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","Gander-Lewisporte District, RCMP","Police Region","","total_cleared","220","0","0","0","0","0","0","0","0","8","10","0","0","28","104","4","3","0","5","3","0","0","5","45","3","2","192","20","7","12","0","2","3","2","0","1","73","27","2","44","25","25","2","49","1","139","0","10","7","0","3","0","12","99","73","2","3","16","5","13","0","2","0","1","0","0","54","44","0","0","33","3","0","0","0","0","10","0","0","1","0","0","4","0","5","0","0","0","0","0","15","0","3","2","2","2","2","0","6","0","0","0","0","0","0","3","0","0","0","3"
"2019","Clarenville-Bonavista District, RCMP","Police Region","","actual_incidents","320","0","0","0","0","0","0","0","0","6","7","4","0","32","105","8","0","3","2","2","0","2","20","93","32","8","663","58","6","22","0","12","6","6","0","0","194","145","12","37","50","50","1","317","6","218","1","6","4","1","1","0","75","114","88","0","2","19","5","18","0","0","0","4","5","0","127","113","0","1","89","10","0","0","0","0","14","0","0","5","0","0","6","0","3","0","0","0","0","0","41","0","5","2","2","2","2","0","11","0","0","0","0","0","0","1","0","2","0","8"
"2019","Clarenville-Bonavista District, RCMP","Police Region","","tot_adults_charged","84","0","0","0","0","0","0","0","0","1","2","0","0","11","38","4","0","0","3","1","0","0","5","18","0","1","58","9","2","3","0","0","2","2","0","0","29","9","0","20","9","9","0","4","0","72","0","0","0","0","0","0","0","70","50","0","1","17","2","1","0","0","0","0","0","0","26","20","0","0","18","1","0","0","0","0","6","0","0","3","0","0","1","0","2","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
